asset,indicator,params,rendement_net_pct,profit_factor,max_drawdown_pct,win_rate_pct,nb_trades
XRP/USD,SMA_Cross,"{'fast': 30, 'slow': 50}",4.66,1.02,-63.11,46.67,15
XRP/USD,SMA_Cross,"{'fast': 30, 'slow': 100}",-10.61,0.86,-53.84,28.57,7
XRP/USD,SMA_Cross,"{'fast': 30, 'slow': 150}",31.01,1.48,-55.33,25.0,4
XRP/USD,MACD,"{'fast': 8, 'slow': 21, 'signal': 5}",27.94,1.08,-65.38,30.51,59
XRP/USD,MACD,"{'fast': 8, 'slow': 21, 'signal': 9}",8.15,1.03,-71.43,26.92,52
XRP/USD,MACD,"{'fast': 8, 'slow': 21, 'signal': 12}",28.84,1.09,-63.89,33.33,45
XRP/USD,MACD,"{'fast': 8, 'slow': 26, 'signal': 5}",51.38,1.18,-64.91,30.36,56
XRP/USD,MACD,"{'fast': 8, 'slow': 26, 'signal': 9}",33.03,1.11,-70.58,26.67,45
XRP/USD,MACD,"{'fast': 8, 'slow': 26, 'signal': 12}",-2.43,0.99,-73.17,25.0,40
XRP/USD,MACD,"{'fast': 8, 'slow': 30, 'signal': 5}",55.9,1.19,-65.91,28.85,52
XRP/USD,MACD,"{'fast': 8, 'slow': 30, 'signal': 9}",29.43,1.1,-69.14,21.74,46
XRP/USD,MACD,"{'fast': 8, 'slow': 30, 'signal': 12}",-5.08,0.99,-76.41,23.81,42
XRP/USD,MACD,"{'fast': 12, 'slow': 21, 'signal': 5}",56.98,1.1,-72.45,33.33,54
XRP/USD,MACD,"{'fast': 12, 'slow': 21, 'signal': 9}",64.43,1.13,-71.76,32.61,46
XRP/USD,MACD,"{'fast': 12, 'slow': 21, 'signal': 12}",83.98,1.17,-68.85,29.55,44
XRP/USD,MACD,"{'fast': 12, 'slow': 26, 'signal': 5}",13.81,1.04,-72.98,28.0,50
XRP/USD,MACD,"{'fast': 12, 'slow': 26, 'signal': 9}",23.94,1.06,-73.53,33.33,39
XRP/USD,MACD,"{'fast': 12, 'slow': 26, 'signal': 12}",82.29,1.2,-67.32,25.0,36
XRP/USD,MACD,"{'fast': 12, 'slow': 30, 'signal': 5}",0.94,1.0,-75.82,28.26,46
XRP/USD,MACD,"{'fast': 12, 'slow': 30, 'signal': 9}",39.96,1.09,-74.17,25.64,39
XRP/USD,MACD,"{'fast': 12, 'slow': 30, 'signal': 12}",61.68,1.14,-68.35,32.35,34
XRP/USD,MACD,"{'fast': 16, 'slow': 21, 'signal': 5}",106.58,1.14,-72.32,39.44,71
XRP/USD,MACD,"{'fast': 16, 'slow': 21, 'signal': 9}",236.85,1.35,-58.46,38.18,55
XRP/USD,MACD,"{'fast': 16, 'slow': 21, 'signal': 12}",317.72,1.42,-61.48,38.3,47
XRP/USD,MACD,"{'fast': 16, 'slow': 26, 'signal': 5}",176.07,1.34,-61.83,37.04,54
XRP/USD,MACD,"{'fast': 16, 'slow': 26, 'signal': 9}",160.47,1.43,-52.78,36.36,44
XRP/USD,MACD,"{'fast': 16, 'slow': 26, 'signal': 12}",88.23,1.24,-65.77,39.02,41
XRP/USD,MACD,"{'fast': 16, 'slow': 30, 'signal': 5}",57.32,1.15,-62.8,30.23,43
XRP/USD,MACD,"{'fast': 16, 'slow': 30, 'signal': 9}",58.93,1.16,-62.01,26.32,38
XRP/USD,MACD,"{'fast': 16, 'slow': 30, 'signal': 12}",81.24,1.26,-59.66,35.14,37
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 20, 'upper': 65}",67.11,1.16,-75.55,35.29,34
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 20, 'upper': 70}",115.88,1.32,-68.64,41.94,31
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 20, 'upper': 75}",45.18,1.16,-72.79,46.15,26
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 20, 'upper': 80}",78.94,1.27,-63.69,43.48,23
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 25, 'upper': 65}",74.03,1.15,-76.68,37.5,40
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 25, 'upper': 70}",120.78,1.31,-70.08,41.67,36
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 25, 'upper': 75}",33.81,1.12,-75.39,42.86,28
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 25, 'upper': 80}",70.86,1.22,-67.19,32.0,25
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 30, 'upper': 65}",37.49,1.09,-79.42,37.21,43
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 30, 'upper': 70}",92.29,1.23,-73.08,39.47,38
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 30, 'upper': 75}",24.06,1.09,-77.85,34.48,29
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 30, 'upper': 80}",95.31,1.3,-64.17,30.77,26
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 35, 'upper': 65}",21.31,1.06,-78.88,35.56,45
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 35, 'upper': 70}",88.27,1.24,-71.39,35.9,39
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 35, 'upper': 75}",27.76,1.1,-75.09,37.93,29
XRP/USD,RSI_Reversal,"{'window': 7, 'lower': 35, 'upper': 80}",105.55,1.38,-58.62,34.62,26
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 20, 'upper': 65}",-54.14,0.39,-58.33,40.0,20
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 20, 'upper': 70}",151.9,1.57,-59.49,42.11,19
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 20, 'upper': 75}",12.99,1.08,-53.53,46.67,15
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 20, 'upper': 80}",-21.62,0.88,-69.88,36.36,11
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 25, 'upper': 65}",-19.89,0.82,-57.4,44.83,29
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 25, 'upper': 70}",294.71,1.97,-57.88,53.85,26
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 25, 'upper': 75}",224.6,1.85,-53.56,50.0,20
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 25, 'upper': 80}",114.58,1.44,-64.43,50.0,14
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 30, 'upper': 65}",-56.15,0.5,-70.19,41.18,34
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 30, 'upper': 70}",114.29,1.43,-63.9,48.15,27
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 30, 'upper': 75}",90.72,1.39,-54.54,57.14,21
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 30, 'upper': 80}",26.84,1.12,-65.25,50.0,14
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 35, 'upper': 65}",-60.21,0.45,-74.71,44.12,34
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 35, 'upper': 70}",121.99,1.42,-68.49,48.15,27
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 35, 'upper': 75}",88.17,1.37,-56.63,52.38,21
XRP/USD,RSI_Reversal,"{'window': 10, 'lower': 35, 'upper': 80}",20.77,1.09,-67.92,42.86,14
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 20, 'upper': 65}",247.63,2.91,-45.51,77.78,9
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 20, 'upper': 70}",242.54,2.7,-56.96,62.5,8
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 20, 'upper': 75}",160.56,2.16,-62.05,50.0,6
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 20, 'upper': 80}",259.02,2.87,-54.79,50.0,4
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 25, 'upper': 65}",466.49,2.04,-58.99,78.95,19
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 25, 'upper': 70}",411.75,2.49,-58.46,71.43,14
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 25, 'upper': 75}",248.51,1.69,-67.23,50.0,10
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 25, 'upper': 80}",148.42,1.74,-65.11,40.0,5
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 30, 'upper': 65}",425.5,1.79,-67.1,63.16,19
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 30, 'upper': 70}",383.68,1.92,-64.54,64.29,14
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 30, 'upper': 75}",239.62,1.54,-68.54,50.0,10
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 30, 'upper': 80}",183.57,1.8,-66.5,40.0,5
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 35, 'upper': 65}",325.18,1.69,-66.66,55.0,20
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 35, 'upper': 70}",190.5,1.56,-69.4,57.14,14
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 35, 'upper': 75}",201.56,1.55,-66.95,50.0,10
XRP/USD,RSI_Reversal,"{'window': 14, 'lower': 35, 'upper': 80}",209.7,1.94,-64.82,60.0,5
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 20, 'upper': 65}",1.09,1.06,-31.28,33.33,3
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 20, 'upper': 70}",-2.57,0.0,-41.2,0.0,2
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 20, 'upper': 75}",3.21,3.62,-37.71,50.0,2
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 20, 'upper': 80}",2.59,2.4,-37.71,50.0,2
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 25, 'upper': 65}",-5.5,0.82,-39.0,40.0,5
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 25, 'upper': 70}",-4.51,0.73,-50.23,25.0,4
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 25, 'upper': 75}",465.33,70.42,-41.97,75.0,4
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 25, 'upper': 80}",470.5,46.91,-41.97,75.0,4
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 30, 'upper': 65}",311.66,2.84,-45.41,62.5,8
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 30, 'upper': 70}",319.41,2.77,-53.17,57.14,7
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 30, 'upper': 75}",364.31,4.0,-57.72,75.0,4
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 30, 'upper': 80}",368.55,3.92,-57.72,75.0,4
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 35, 'upper': 65}",302.77,2.58,-45.21,50.0,10
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 35, 'upper': 70}",341.02,2.98,-48.52,44.44,9
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 35, 'upper': 75}",144.83,1.8,-65.24,75.0,4
XRP/USD,RSI_Reversal,"{'window': 21, 'lower': 35, 'upper': 80}",147.06,1.79,-65.24,75.0,4
XRP/USD,Bollinger_Reversion,"{'window': 10, 'alpha': 1.5}",-28.66,0.77,-45.21,48.98,49
XRP/USD,Bollinger_Reversion,"{'window': 10, 'alpha': 2.0}",-14.67,0.84,-43.07,58.06,31
XRP/USD,Bollinger_Reversion,"{'window': 10, 'alpha': 2.5}",33.01,2.19,-20.49,72.73,11
XRP/USD,Bollinger_Reversion,"{'window': 20, 'alpha': 1.5}",82.7,1.72,-39.87,75.76,33
XRP/USD,Bollinger_Reversion,"{'window': 20, 'alpha': 2.0}",126.9,2.32,-33.35,76.0,25
XRP/USD,Bollinger_Reversion,"{'window': 20, 'alpha': 2.5}",54.51,5.33,-27.88,66.67,12
XRP/USD,Bollinger_Reversion,"{'window': 30, 'alpha': 1.5}",11.64,1.11,-47.53,66.67,21
XRP/USD,Bollinger_Reversion,"{'window': 30, 'alpha': 2.0}",4.73,1.08,-43.41,53.85,13
XRP/USD,Bollinger_Reversion,"{'window': 30, 'alpha': 2.5}",4.58,1.21,-27.72,50.0,8
XRP/USD,Ichimoku,"{'tenkan': 7, 'kijun': 22, 'senkou': 44}",-13.7,0.62,-38.56,20.0,10
XRP/USD,Ichimoku,"{'tenkan': 9, 'kijun': 26, 'senkou': 52}",-18.78,0.29,-33.89,28.57,7
XRP/USD,Ichimoku,"{'tenkan': 12, 'kijun': 30, 'senkou': 60}",-42.54,0.0,-42.54,0.0,7
